IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
129.159.246.155,443,443,true,FRA,Europe,DE,Frankfurt,180,8.46
79.72.92.123,443,443,true,CDG,Europe,FR,Paris,300,8.45
167.234.222.144,443,443,true,SJC,North America,US,San Jose,204,8.42
129.159.201.18,443,443,true,CDG,Europe,FR,Paris,256,8.40
143.47.179.88,443,443,true,FRA,Europe,DE,Frankfurt,280,8.38
141.144.201.206,443,443,true,FRA,Europe,DE,Frankfurt,307,8.35
158.180.59.9,443,443,true,FRA,Europe,DE,Frankfurt,311,8.33
79.72.92.6,443,443,true,FRA,Europe,DE,Frankfurt,282,8.33
158.101.200.163,443,443,true,FRA,Europe,DE,Frankfurt,408,8.32
141.148.228.85,443,443,true,FRA,Europe,DE,Frankfurt,266,8.29
132.226.213.5,443,443,true,FRA,Europe,DE,Frankfurt,274,8.25
89.168.77.144,443,443,true,FRA,Europe,DE,Frankfurt,259,8.24
144.21.48.81,443,443,true,FRA,Europe,DE,Frankfurt,190,8.22
79.72.67.82,443,443,true,FRA,Europe,DE,Frankfurt,251,8.19
79.72.84.43,443,443,true,FRA,Europe,DE,Frankfurt,281,8.14
132.226.128.4,443,443,true,FRA,Europe,DE,Frankfurt,320,8.12
143.47.225.40,443,443,true,FRA,Europe,DE,Frankfurt,282,8.10
193.123.59.222,443,443,true,FRA,Europe,DE,Frankfurt,433,8.08
141.144.202.251,443,443,true,FRA,Europe,DE,Frankfurt,303,8.08
193.123.38.57,443,443,true,FRA,Europe,DE,Frankfurt,370,8.05
130.162.160.70,443,443,true,FRA,Europe,DE,Frankfurt,202,8.04
141.147.119.203,443,443,true,FRA,Europe,DE,Frankfurt,427,8.02
84.8.144.201,443,443,true,FRA,Europe,DE,Frankfurt,336,8.01
130.162.235.94,443,443,true,FRA,Europe,DE,Frankfurt,208,7.99
141.147.116.232,443,443,true,FRA,Europe,DE,Frankfurt,392,7.96
89.168.92.71,443,443,true,SJC,North America,US,San Jose,224,7.92
79.72.75.87,443,443,true,FRA,Europe,DE,Frankfurt,304,7.92
152.70.54.161,443,443,true,FRA,Europe,DE,Frankfurt,291,7.89
129.154.254.254,8443,443,true,BOM,Asia Pacific,IN,Mumbai,199,7.89
130.162.182.17,443,443,true,CDG,Europe,FR,Paris,272,7.85
158.178.153.80,2096,443,true,AMS,Europe,NL,Amsterdam,231,7.83
68.233.127.163,8443,443,true,YUL,North America,CA,Montréal,407,7.77
143.47.243.144,2053,443,true,LHR,Europe,GB,London,238,7.73
143.47.250.151,443,443,true,FRA,Europe,DE,Frankfurt,245,7.73
141.144.236.165,443,443,true,FRA,Europe,DE,Frankfurt,382,7.71
144.21.58.220,443,443,true,FRA,Europe,DE,Frankfurt,178,7.67
158.180.58.101,443,443,true,FRA,Europe,DE,Frankfurt,319,7.67
141.147.84.179,443,443,true,FRA,Europe,DE,Frankfurt,365,7.65
158.180.30.40,443,443,true,FRA,Europe,DE,Frankfurt,330,7.64
144.21.33.223,443,443,true,FRA,Europe,DE,Frankfurt,282,7.62
141.144.206.231,443,443,true,DUS,Europe,DE,Düsseldorf,325,7.61
141.147.64.52,443,443,true,FRA,Europe,DE,Frankfurt,372,7.56
84.8.152.224,443,443,true,FRA,Europe,DE,Frankfurt,399,7.54
129.159.242.173,443,443,true,FRA,Europe,DE,Frankfurt,207,7.53
143.47.251.152,443,443,true,FRA,Europe,DE,Frankfurt,285,7.52
79.72.89.167,443,443,true,FRA,Europe,DE,Frankfurt,321,7.49
152.70.62.54,443,443,true,FRA,Europe,DE,Frankfurt,318,7.47
141.148.234.230,443,443,true,MAD,Europe,ES,Madrid,351,7.46
141.147.81.94,443,443,true,FRA,Europe,DE,Frankfurt,410,7.46
132.145.54.84,2053,443,true,LHR,Europe,GB,London,291,7.44
143.47.243.144,8443,443,true,LHR,Europe,GB,London,301,7.43
143.47.238.0,443,443,true,FRA,Europe,DE,Frankfurt,275,7.41
152.70.40.14,443,443,true,FRA,Europe,DE,Frankfurt,331,7.41
141.147.118.28,443,443,true,ZRH,Europe,CH,Zurich,404,7.35
164.152.26.70,2052,443,true,ORD,North America,US,Chicago,276,7.33
144.21.40.224,443,443,true,FRA,Europe,DE,Frankfurt,302,7.29
152.70.50.111,443,443,true,FRA,Europe,DE,Frankfurt,378,7.28
130.162.165.112,443,443,true,FRA,Europe,DE,Frankfurt,250,7.23
141.147.77.180,443,443,true,FRA,Europe,DE,Frankfurt,417,7.16
141.144.199.238,443,443,true,FRA,Europe,DE,Frankfurt,170,7.14
141.147.69.193,443,443,true,FRA,Europe,DE,Frankfurt,402,7.13
138.2.147.140,443,443,true,FRA,Europe,DE,Frankfurt,216,7.12
89.168.93.106,443,443,true,FRA,Europe,DE,Frankfurt,312,7.12
138.2.176.204,443,443,true,FRA,Europe,DE,Frankfurt,300,7.10
141.148.238.118,443,443,true,FRA,Europe,DE,Frankfurt,350,7.07
141.147.93.73,443,443,true,FRA,Europe,DE,Frankfurt,351,7.04
141.147.85.212,443,443,true,MXP,Europe,IT,Milan,224,7.02
132.145.54.84,8443,443,true,LHR,Europe,GB,London,220,7.02
141.147.18.137,443,443,true,AMS,Europe,NL,Amsterdam,400,7.01
141.147.116.48,443,443,true,FRA,Europe,DE,Frankfurt,388,7.00
141.145.216.142,2087,443,true,CDG,Europe,FR,Paris,356,6.93
141.144.203.57,443,443,true,FRA,Europe,DE,Frankfurt,268,6.90
130.162.166.245,443,443,true,CDG,Europe,FR,Paris,302,6.74
141.147.84.170,443,443,true,FRA,Europe,DE,Frankfurt,422,6.66
141.147.98.143,443,443,true,FRA,Europe,DE,Frankfurt,424,6.62
141.147.110.60,443,443,true,FRA,Europe,DE,Frankfurt,396,6.61
143.47.255.246,443,443,true,FRA,Europe,DE,Frankfurt,228,6.61
141.147.110.253,443,443,true,FRA,Europe,DE,Frankfurt,403,6.51
130.61.170.78,443,443,true,MXP,Europe,IT,Milan,229,6.50
141.147.64.56,443,443,true,FRA,Europe,DE,Frankfurt,428,6.50
141.147.95.132,443,443,true,FRA,Europe,DE,Frankfurt,345,6.45
141.147.105.159,443,443,true,FRA,Europe,DE,Frankfurt,354,6.45
152.70.16.112,443,443,true,FRA,Europe,DE,Frankfurt,341,6.33
144.24.243.207,443,443,true,MXP,Europe,IT,Milan,246,6.29
141.147.0.183,443,443,true,FRA,Europe,DE,Frankfurt,346,6.19
152.70.155.147,2053,2053,true,LAX,North America,US,Los Angeles,285,6.11
152.70.155.147,2096,2096,true,LAX,North America,US,Los Angeles,381,6.10
130.61.107.238,8443,443,true,FRA,Europe,DE,Frankfurt,313,6.07
141.147.75.120,443,443,true,FRA,Europe,DE,Frankfurt,403,6.06
150.230.34.116,443,443,true,SJC,North America,US,San Jose,255,6.03
129.154.46.115,443,443,true,HYD,Asia Pacific,IN,Hyderabad,223,5.92
152.70.232.151,443,443,true,ICN,Asia Pacific,KR,Seoul,129,5.88
158.179.167.73,443,443,true,ICN,Asia Pacific,KR,Seoul,200,5.85
138.2.51.87,443,443,true,KIX,Asia Pacific,JP,Osaka,295,5.83
140.238.214.247,443,443,true,ZRH,Europe,CH,Zurich,240,5.78
131.186.30.44,2053,443,true,ICN,Asia Pacific,KR,Seoul,251,5.78
150.230.106.97,443,443,true,NRT,Asia Pacific,JP,Tokyo,148,5.76
204.216.105.106,8443,8443,true,YUL,North America,CA,Montréal,241,5.72
141.147.73.128,443,443,true,AMS,Europe,NL,Amsterdam,392,5.72
217.142.243.226,443,443,true,KIX,Asia Pacific,JP,Osaka,151,5.70
140.238.58.181,2053,443,true,NRT,Asia Pacific,JP,Tokyo,280,5.65
217.142.128.252,443,443,true,ICN,Asia Pacific,KR,Seoul,292,5.59
152.67.249.123,443,443,true,SJC,North America,US,San Jose,419,5.53
131.186.17.132,443,443,true,ICN,Asia Pacific,KR,Seoul,75,5.47
150.136.240.243,443,443,true,IAD,North America,US,Ashburn,382,5.47
150.230.149.208,443,443,true,FRA,Europe,DE,Frankfurt,222,5.46
140.83.60.81,8443,443,true,KIX,Asia Pacific,JP,Osaka,185,5.38
217.142.138.20,443,443,true,ICN,Asia Pacific,KR,Seoul,289,5.38
129.151.198.3,8443,443,true,ARN,Europe,SE,Stockholm,373,5.30
168.138.209.31,443,443,true,NRT,Asia Pacific,JP,Tokyo,285,5.29
141.147.100.243,443,443,true,FRA,Europe,DE,Frankfurt,314,5.15
152.70.88.98,443,443,true,ICN,Asia Pacific,KR,Seoul,216,5.13
141.145.205.115,8443,8443,true,CDG,Europe,FR,Paris,311,5.13
168.138.215.251,443,443,true,NRT,Asia Pacific,JP,Tokyo,235,5.06
141.147.61.116,8443,443,true,FRA,Europe,DE,Frankfurt,385,5.06
144.24.90.107,443,443,true,ICN,Asia Pacific,KR,Seoul,219,5.00
141.145.217.226,443,443,true,CDG,Europe,FR,Paris,283,4.97
158.179.207.182,2053,443,true,ARN,Europe,SE,Stockholm,255,4.85
129.151.204.91,443,443,true,ARN,Europe,SE,Stockholm,361,4.84
141.147.61.116,2053,443,true,FRA,Europe,DE,Frankfurt,223,4.84
144.24.200.164,443,443,true,MRS,Europe,FR,Marseille,332,4.78
140.238.23.148,443,443,true,ICN,Asia Pacific,KR,Seoul,208,4.76
129.151.198.3,2053,443,true,ARN,Europe,SE,Stockholm,273,4.73
152.67.65.201,443,443,true,ZRH,Europe,CH,Zurich,147,4.70
150.230.146.170,2053,443,true,FRA,Europe,DE,Frankfurt,286,4.68
193.122.58.158,443,443,true,ZRH,Europe,CH,Zurich,434,4.67
158.101.215.45,8443,443,true,AMS,Europe,NL,Amsterdam,398,4.63
129.80.116.250,443,443,true,IAD,North America,US,Ashburn,265,4.62
84.235.169.234,443,443,true,AMS,Europe,NL,Amsterdam,262,4.61
152.67.78.184,443,443,true,ZRH,Europe,CH,Zurich,158,4.56
141.148.242.113,8443,443,true,AMS,Europe,NL,Amsterdam,332,4.52
141.147.68.153,443,443,true,MUC,Europe,DE,Munich,313,4.52
130.162.228.90,443,443,true,FRA,Europe,DE,Frankfurt,264,4.42
129.154.59.99,443,443,true,ICN,Asia Pacific,KR,Seoul,208,4.42
152.70.59.90,8443,443,true,AMS,Europe,NL,Amsterdam,380,4.34
129.159.241.172,443,443,true,FRA,Europe,DE,Frankfurt,247,4.34
89.168.43.28,443,443,true,CDG,Europe,FR,Paris,340,4.31
152.70.71.23,443,443,true,CDG,Europe,FR,Paris,158,4.18
131.186.18.138,2083,2083,true,ICN,Asia Pacific,KR,Seoul,228,4.12
140.238.18.74,443,443,true,ICN,Asia Pacific,KR,Seoul,261,4.02
141.147.104.179,443,443,true,FRA,Europe,DE,Frankfurt,361,3.97
129.159.34.122,443,443,true,SJC,North America,US,San Jose,306,3.83
152.70.155.147,2087,2087,true,LAX,North America,US,Los Angeles,506,3.81
152.70.155.147,443,443,true,LAX,North America,US,Los Angeles,216,3.77
89.168.17.228,443,443,true,MXP,Europe,IT,Milan,404,3.73
152.70.49.115,443,443,true,AMS,Europe,NL,Amsterdam,378,3.66
89.168.68.57,8443,443,true,FRA,Europe,DE,Frankfurt,310,3.65
158.178.238.239,2053,443,true,SIN,Asia Pacific,SG,Singapore,90,3.64
141.145.199.188,443,443,true,CDG,Europe,FR,Paris,422,3.63
158.180.231.216,443,443,true,MRS,Europe,FR,Marseille,364,3.58
141.147.85.167,8443,443,true,LHR,Europe,GB,London,404,3.53
158.180.49.11,8443,443,true,FRA,Europe,DE,Frankfurt,315,3.33
150.230.20.156,2053,443,true,AMS,Europe,NL,Amsterdam,298,3.31
129.213.136.180,443,443,true,IAD,North America,US,Ashburn,331,3.23
158.178.206.197,2053,443,true,CDG,Europe,FR,Paris,424,3.19
40.233.70.7,8443,443,true,YYZ,North America,CA,Toronto,334,3.14
152.70.155.147,2083,2083,true,LAX,North America,US,Los Angeles,392,3.11
164.152.26.70,2086,443,true,ORD,North America,US,Chicago,257,3.06
132.226.114.74,443,443,true,LAX,North America,US,Los Angeles,344,2.91
141.144.198.113,8443,443,true,AMS,Europe,NL,Amsterdam,198,2.77
158.178.196.15,2053,443,true,CDG,Europe,FR,Paris,312,2.49
141.147.47.32,8443,443,true,FRA,Europe,DE,Frankfurt,263,2.46
129.159.132.0,2053,443,true,TLV,Middle East,IL,Tel Aviv,317,2.37
129.151.104.245,443,443,true,SCL,South America,CL,Santiago,377,2.32
141.147.47.32,2053,443,true,FRA,Europe,DE,Frankfurt,278,2.19
129.159.132.0,8443,443,true,TLV,Middle East,IL,Tel Aviv,320,2.10
129.151.254.48,443,443,true,MRS,Europe,FR,Marseille,179,2.01
168.138.165.174,443,443,true,SIN,Asia Pacific,SG,Singapore,151,2.01
158.178.206.197,8443,443,true,CDG,Europe,FR,Paris,472,1.99
129.151.225.228,8443,443,true,MRS,Europe,FR,Marseille,325,1.94
158.178.238.239,443,443,true,SIN,Asia Pacific,SG,Singapore,29,1.88
129.158.198.241,8443,443,true,IAD,North America,US,Ashburn,473,1.78
150.230.20.156,8443,443,true,AMS,Europe,NL,Amsterdam,234,1.78
141.144.198.113,2053,443,true,AMS,Europe,NL,Amsterdam,183,1.67
152.70.52.215,443,443,true,AMS,Europe,NL,Amsterdam,411,1.47
155.248.196.123,443,443,true,YVR,North America,CA,Vancouver,209,1.30
152.70.155.147,8443,8443,true,LAX,North America,US,Los Angeles,453,1.20
129.146.133.33,443,443,true,LAX,North America,US,Los Angeles,506,1.12
89.168.68.57,2053,443,true,FRA,Europe,DE,Frankfurt,157,1.05
144.24.20.251,2053,443,true,LAX,North America,US,Los Angeles,206,1.02
132.226.31.178,443,443,true,LAX,North America,US,Los Angeles,373,0.92
158.180.49.11,2053,443,true,FRA,Europe,DE,Frankfurt,314,0.84
158.179.207.182,8443,443,true,ARN,Europe,SE,Stockholm,328,0.78
158.180.228.226,443,443,true,MXP,Europe,IT,Milan,379,0.71
141.147.147.180,443,443,true,KIX,Asia Pacific,JP,Osaka,294,0.64
129.151.225.228,2053,443,true,MRS,Europe,FR,Marseille,292,0.52
89.168.43.31,2053,443,true,CDG,Europe,FR,Paris,271,0.34
141.148.187.195,443,443,true,LAX,North America,US,Los Angeles,198,0.27
129.151.148.35,443,443,true,DXB,Middle East,AE,Dubai,370,0.02
164.152.17.14,443,443,true,ORD,North America,US,Chicago,212,0.01
146.56.117.129,2052,2086,false,ICN,Asia Pacific,KR,Seoul,67,0.00
146.56.133.140,2096,80,false,ICN,Asia Pacific,KR,Seoul,70,0.00
146.56.169.86,2086,2052,false,ICN,Asia Pacific,KR,Seoul,71,0.00
131.186.18.138,2086,2086,false,ICN,Asia Pacific,KR,Seoul,72,0.00
168.138.47.238,8443,80,false,KIX,Asia Pacific,JP,Osaka,84,0.00
131.186.30.44,8880,80,false,ICN,Asia Pacific,KR,Seoul,87,0.00
140.238.29.117,443,80,false,ICN,Asia Pacific,KR,Seoul,94,0.00
146.56.162.25,80,80,false,ICN,Asia Pacific,KR,Seoul,96,0.00
193.122.125.14,8880,8880,false,ICN,Asia Pacific,KR,Seoul,102,0.00
150.230.62.27,443,80,false,KIX,Asia Pacific,JP,Osaka,103,0.00
140.245.38.247,80,80,false,SIN,Asia Pacific,SG,Singapore,108,0.00
131.186.18.138,2052,80,false,ICN,Asia Pacific,KR,Seoul,118,0.00
193.123.233.143,2096,80,false,ICN,Asia Pacific,KR,Seoul,129,0.00
140.83.57.116,8443,80,false,KIX,Asia Pacific,JP,Osaka,155,0.00
130.162.61.18,80,80,false,FRA,Europe,DE,Frankfurt,157,0.00
146.56.133.140,2083,80,false,ICN,Asia Pacific,KR,Seoul,164,0.00
140.238.19.2,443,80,false,ICN,Asia Pacific,KR,Seoul,165,0.00
165.1.76.23,80,80,false,SJC,North America,US,San Jose,172,0.00
130.61.129.93,80,80,false,FRA,Europe,DE,Frankfurt,174,0.00
150.230.122.76,443,443,true,LHR,Europe,GB,London,177,0.00
152.67.222.167,443,443,true,ICN,Asia Pacific,KR,Seoul,180,0.00
152.67.222.250,80,80,false,ICN,Asia Pacific,KR,Seoul,181,0.00
146.235.204.107,80,80,false,SJC,North America,US,San Jose,190,0.00
158.101.24.17,443,443,true,LAX,North America,US,Los Angeles,196,0.00
168.138.162.187,443,443,true,SIN,Asia Pacific,SG,Singapore,199,0.00
141.148.137.163,80,80,false,LAX,North America,US,Los Angeles,206,0.00
129.153.203.62,443,443,true,LAX,North America,US,Los Angeles,215,0.00
152.70.155.147,80,80,false,LAX,North America,US,Los Angeles,215,0.00
152.70.155.147,8080,8080,false,LAX,North America,US,Los Angeles,216,0.00
146.56.161.229,443,443,true,ICN,Asia Pacific,KR,Seoul,222,0.00
158.180.40.104,2052,80,false,FRA,Europe,DE,Frankfurt,223,0.00
144.24.200.164,80,80,false,MRS,Europe,FR,Marseille,224,0.00
146.56.46.84,443,443,true,ICN,Asia Pacific,KR,Seoul,228,0.00
152.70.155.147,8880,8880,false,LAX,North America,US,Los Angeles,231,0.00
152.70.155.147,2082,2082,false,LAX,North America,US,Los Angeles,236,0.00
152.70.155.147,2052,2052,false,LAX,North America,US,Los Angeles,242,0.00
152.70.155.147,2086,2086,false,LAX,North America,US,Los Angeles,253,0.00
130.61.129.93,443,443,true,FRA,Europe,DE,Frankfurt,255,0.00
89.168.17.228,80,80,false,MXP,Europe,IT,Milan,278,0.00
131.186.18.138,2082,2082,false,ICN,Asia Pacific,KR,Seoul,285,0.00
158.180.228.226,80,80,false,MXP,Europe,IT,Milan,311,0.00
129.146.60.210,443,443,true,LAX,North America,US,Los Angeles,315,0.00
164.152.34.166,80,8080,false,GRU,South America,BR,São Paulo,360,0.00
141.144.253.109,443,443,true,FRA,Europe,DE,Frankfurt,378,0.00
193.123.235.59,443,443,true,ICN,Asia Pacific,KR,Seoul,435,0.00
192.18.148.248,443,443,true,YYZ,North America,CA,Toronto,507,0.00
