IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
51.140.154.44,2086,2086,false,LHR,Europe,GB,London,150,0.00
104.40.244.228,80,80,false,AMS,Europe,NL,Amsterdam,152,0.00
20.58.24.221,2086,2086,false,LHR,Europe,GB,London,153,0.00
51.140.191.188,2086,2086,false,LHR,Europe,GB,London,161,0.00
51.140.44.206,2086,2086,false,LHR,Europe,GB,London,161,0.00
51.145.10.26,80,8080,false,LHR,Europe,GB,London,166,0.00
20.223.196.107,80,80,false,DUB,Europe,IE,Dublin,169,0.00
51.141.162.228,80,80,false,SEA,North America,US,Seattle,176,0.00
13.95.193.125,80,443,false,AMS,Europe,NL,Amsterdam,177,0.00
4.255.56.137,80,80,false,IAD,North America,US,Ashburn,224,0.00
4.255.56.138,80,80,false,IAD,North America,US,Ashburn,228,0.00
172.174.249.255,80,80,false,IAD,North America,US,Ashburn,245,0.00
20.119.73.200,80,80,false,IAD,North America,US,Ashburn,247,0.00
