IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
130.162.250.180,8443,443,true,FRA,Europe,DE,Frankfurt,178,7.15
158.180.12.39,443,443,true,FRA,Europe,DE,Frankfurt,288,7.10
158.180.82.203,8443,443,true,ICN,Asia Pacific,KR,Seoul,205,7.09
79.72.86.249,443,443,true,FRA,Europe,DE,Frankfurt,301,7.09
144.21.56.38,443,443,true,FRA,Europe,DE,Frankfurt,174,7.05
89.168.97.101,443,443,true,FRA,Europe,DE,Frankfurt,223,7.04
152.70.63.117,443,443,true,FRA,Europe,DE,Frankfurt,199,7.03
141.147.102.170,443,443,true,FRA,Europe,DE,Frankfurt,188,7.02
89.168.82.112,443,443,true,FRA,Europe,DE,Frankfurt,167,7.01
141.147.61.116,2053,443,true,FRA,Europe,DE,Frankfurt,253,6.99
130.162.250.180,443,443,true,FRA,Europe,DE,Frankfurt,287,6.93
164.152.26.70,2086,443,true,ORD,North America,US,Chicago,202,6.91
141.145.199.188,443,443,true,CDG,Europe,FR,Paris,287,6.91
158.180.42.68,443,443,true,FRA,Europe,DE,Frankfurt,235,6.86
152.70.175.248,443,443,true,FRA,Europe,DE,Frankfurt,257,6.75
79.72.91.238,443,443,true,FRA,Europe,DE,Frankfurt,398,6.75
158.180.23.90,443,443,true,FRA,Europe,DE,Frankfurt,214,6.72
89.168.122.44,443,443,true,FRA,Europe,DE,Frankfurt,287,6.71
84.8.149.16,443,443,true,FRA,Europe,DE,Frankfurt,317,6.69
141.147.86.165,443,443,true,FRA,Europe,DE,Frankfurt,410,6.64
141.148.234.100,443,443,true,FRA,Europe,DE,Frankfurt,413,6.61
89.168.72.191,443,443,true,FRA,Europe,DE,Frankfurt,173,6.58
141.147.114.20,443,443,true,AMS,Europe,NL,Amsterdam,352,6.58
158.180.13.218,443,443,true,FRA,Europe,DE,Frankfurt,255,6.52
140.238.214.247,443,443,true,ZRH,Europe,CH,Zurich,339,6.47
84.8.147.146,443,443,true,FRA,Europe,DE,Frankfurt,454,6.46
141.147.100.133,443,443,true,FRA,Europe,DE,Frankfurt,404,6.36
150.230.149.208,443,443,true,FRA,Europe,DE,Frankfurt,254,6.36
89.168.89.178,443,443,true,FRA,Europe,DE,Frankfurt,231,6.34
141.147.12.26,443,443,true,FRA,Europe,DE,Frankfurt,303,6.33
84.8.155.77,443,443,true,CDG,Europe,FR,Paris,326,6.31
132.145.54.84,8443,443,true,LHR,Europe,GB,London,340,6.29
141.147.106.6,443,443,true,FRA,Europe,DE,Frankfurt,273,6.27
79.72.80.35,443,443,true,FRA,Europe,DE,Frankfurt,232,6.22
129.159.241.172,443,443,true,FRA,Europe,DE,Frankfurt,180,6.20
141.147.67.122,443,443,true,FRA,Europe,DE,Frankfurt,362,6.07
84.8.148.193,443,443,true,FRA,Europe,DE,Frankfurt,308,6.05
68.233.127.163,8443,443,true,YUL,North America,CA,Montréal,383,6.03
89.168.74.196,443,443,true,FRA,Europe,DE,Frankfurt,164,6.03
141.147.8.165,443,443,true,FRA,Europe,DE,Frankfurt,270,5.99
89.168.112.118,8443,443,true,FRA,Europe,DE,Frankfurt,250,5.92
141.147.16.152,8443,443,true,FRA,Europe,DE,Frankfurt,269,5.91
141.147.31.154,443,443,true,FRA,Europe,DE,Frankfurt,331,5.81
143.47.243.144,8443,443,true,LHR,Europe,GB,London,266,5.81
152.70.163.237,443,443,true,CDG,Europe,FR,Paris,241,5.78
146.56.46.84,443,443,true,ICN,Asia Pacific,KR,Seoul,141,5.77
141.147.105.224,443,443,true,FRA,Europe,DE,Frankfurt,443,5.76
140.238.40.67,443,443,true,NRT,Asia Pacific,JP,Tokyo,91,5.72
168.138.165.174,443,443,true,NRT,Asia Pacific,JP,Tokyo,91,5.72
140.245.88.19,443,443,true,NRT,Asia Pacific,JP,Tokyo,223,5.72
155.248.184.2,443,443,true,NRT,Asia Pacific,JP,Tokyo,127,5.71
141.147.51.112,443,443,true,FRA,Europe,DE,Frankfurt,227,5.68
129.154.46.115,443,443,true,HYD,Asia Pacific,IN,Hyderabad,220,5.64
89.168.120.190,443,443,true,AMS,Europe,NL,Amsterdam,197,5.63
193.123.81.105,443,443,true,FRA,Europe,DE,Frankfurt,295,5.59
158.180.58.222,443,443,true,CDG,Europe,FR,Paris,299,5.56
129.146.220.190,443,443,true,LAX,North America,US,Los Angeles,197,5.51
130.61.23.77,443,443,true,FRA,Europe,DE,Frankfurt,216,5.50
141.147.114.206,443,443,true,FRA,Europe,DE,Frankfurt,416,5.49
141.144.244.229,443,443,true,FRA,Europe,DE,Frankfurt,294,5.49
130.162.164.157,443,443,true,FRA,Europe,DE,Frankfurt,212,5.49
193.122.11.207,443,443,true,FRA,Europe,DE,Frankfurt,202,5.48
129.151.198.3,8443,443,true,ARN,Europe,SE,Stockholm,173,5.38
217.142.243.226,443,443,true,KIX,Asia Pacific,JP,Osaka,135,5.35
140.238.58.181,2053,443,true,NRT,Asia Pacific,JP,Tokyo,107,5.35
144.24.243.207,443,443,true,ZRH,Europe,CH,Zurich,241,5.34
141.147.42.84,443,443,true,FRA,Europe,DE,Frankfurt,362,5.32
141.147.101.215,443,443,true,CDG,Europe,FR,Paris,369,5.31
144.24.90.107,443,443,true,ICN,Asia Pacific,KR,Seoul,178,5.28
131.186.27.112,2096,443,true,ICN,Asia Pacific,KR,Seoul,185,5.27
129.151.204.91,443,443,true,ARN,Europe,SE,Stockholm,250,5.25
141.147.96.252,443,443,true,FRA,Europe,DE,Frankfurt,231,5.25
168.138.46.67,443,443,true,KIX,Asia Pacific,JP,Osaka,144,5.13
152.67.78.184,443,443,true,ZRH,Europe,CH,Zurich,183,5.07
129.154.59.99,443,443,true,ICN,Asia Pacific,KR,Seoul,148,5.06
152.67.135.238,443,443,true,CDG,Europe,FR,Paris,479,5.05
140.84.179.114,443,443,true,ATL,North America,US,Atlanta,249,5.03
143.47.243.144,2053,443,true,LHR,Europe,GB,London,230,5.02
152.67.65.201,443,443,true,ZRH,Europe,CH,Zurich,274,5.01
141.147.113.4,443,443,true,FRA,Europe,DE,Frankfurt,411,4.97
158.101.199.249,8443,443,true,AMS,Europe,NL,Amsterdam,317,4.85
138.2.149.132,8080,443,true,FRA,Europe,DE,Frankfurt,328,4.83
141.147.48.60,443,443,true,FRA,Europe,DE,Frankfurt,265,4.79
152.70.163.164,8080,443,true,FRA,Europe,DE,Frankfurt,168,4.78
89.168.68.57,2053,443,true,FRA,Europe,DE,Frankfurt,292,4.74
140.238.195.98,443,443,true,SYD,Oceania,AU,Sydney,252,4.70
84.235.169.234,443,443,true,AMS,Europe,NL,Amsterdam,234,4.66
89.168.17.228,443,443,true,MXP,Europe,IT,Milan,223,4.63
40.233.70.7,8443,443,true,YYZ,North America,CA,Toronto,470,4.57
129.151.198.3,2053,443,true,ARN,Europe,SE,Stockholm,181,4.56
89.168.43.28,443,443,true,CDG,Europe,FR,Paris,243,4.54
140.238.23.148,443,443,true,ICN,Asia Pacific,KR,Seoul,170,4.52
158.101.215.45,8443,443,true,AMS,Europe,NL,Amsterdam,223,4.51
168.138.50.249,443,443,true,KIX,Asia Pacific,JP,Osaka,92,4.49
158.180.228.226,443,443,true,MXP,Europe,IT,Milan,224,4.48
129.159.34.122,443,443,true,SJC,North America,US,San Jose,221,4.46
192.18.140.39,443,443,true,SJC,North America,US,San Jose,318,4.41
152.70.59.90,8443,443,true,AMS,Europe,NL,Amsterdam,307,4.40
168.138.212.196,2096,2096,true,NRT,Asia Pacific,JP,Tokyo,97,4.39
152.70.71.23,443,443,true,CDG,Europe,FR,Paris,139,4.37
141.147.79.12,443,443,true,FRA,Europe,DE,Frankfurt,409,4.34
141.148.229.106,443,443,true,AMS,Europe,NL,Amsterdam,297,4.34
144.24.20.251,2053,443,true,LAX,North America,US,Los Angeles,395,4.32
132.226.114.74,443,443,true,LAX,North America,US,Los Angeles,249,4.29
129.159.132.0,8443,443,true,TLV,Middle East,IL,Tel Aviv,247,4.26
158.180.231.216,443,443,true,MRS,Europe,FR,Marseille,373,4.24
138.2.234.77,443,443,true,SJC,North America,US,San Jose,341,4.22
141.147.85.167,8443,443,true,LHR,Europe,GB,London,350,4.16
158.180.62.8,443,443,true,FRA,Europe,DE,Frankfurt,210,4.10
132.226.31.178,443,443,true,LAX,North America,US,Los Angeles,230,4.08
152.70.88.98,443,443,true,ICN,Asia Pacific,KR,Seoul,242,4.05
129.80.123.71,443,443,true,IAD,North America,US,Ashburn,246,3.94
217.142.149.145,2083,2083,true,ICN,Asia Pacific,KR,Seoul,239,3.90
158.179.207.182,8443,443,true,ARN,Europe,SE,Stockholm,291,3.85
129.151.148.35,443,443,true,DXB,Middle East,AE,Dubai,88,3.78
141.147.47.32,8443,443,true,FRA,Europe,DE,Frankfurt,287,3.78
152.70.57.182,443,443,true,AMS,Europe,NL,Amsterdam,289,3.69
155.248.196.123,443,443,true,YVR,North America,CA,Vancouver,241,3.65
158.179.207.182,2053,443,true,ARN,Europe,SE,Stockholm,398,3.64
141.147.83.232,443,443,true,FRA,Europe,DE,Frankfurt,396,3.55
129.146.254.39,443,443,true,LAX,North America,US,Los Angeles,286,3.52
152.67.231.219,443,443,true,SJC,North America,US,San Jose,336,3.52
141.148.242.113,8443,443,true,AMS,Europe,NL,Amsterdam,321,3.50
158.180.49.11,8443,443,true,FRA,Europe,DE,Frankfurt,395,3.43
192.9.180.162,443,443,true,SYD,Oceania,AU,Sydney,177,3.24
129.213.136.180,443,443,true,IAD,North America,US,Ashburn,292,3.09
150.230.196.248,443,443,true,NRT,Asia Pacific,JP,Tokyo,148,2.90
168.138.141.235,2053,443,true,GRU,South America,BR,São Paulo,398,2.70
152.67.44.30,443,443,true,GRU,South America,BR,São Paulo,468,2.68
144.22.252.124,443,443,true,GRU,South America,BR,São Paulo,361,2.67
89.168.43.31,2053,443,true,CDG,Europe,FR,Paris,258,2.65
129.158.198.241,8443,443,true,IAD,North America,US,Ashburn,309,2.63
150.230.20.156,8443,443,true,AMS,Europe,NL,Amsterdam,268,2.59
141.147.113.144,443,443,true,FRA,Europe,DE,Frankfurt,360,2.45
146.235.59.153,2053,443,true,GRU,South America,BR,São Paulo,430,2.42
150.230.20.156,2053,443,true,AMS,Europe,NL,Amsterdam,247,2.32
89.168.43.31,8443,443,true,CDG,Europe,FR,Paris,376,1.94
141.144.198.113,2053,443,true,AMS,Europe,NL,Amsterdam,277,1.88
141.144.198.113,8443,443,true,AMS,Europe,NL,Amsterdam,269,1.85
141.145.217.226,443,443,true,CDG,Europe,FR,Paris,399,1.64
152.70.52.215,443,443,true,AMS,Europe,NL,Amsterdam,287,1.23
129.158.198.241,2053,443,true,IAD,North America,US,Ashburn,283,1.16
158.180.49.11,2053,443,true,FRA,Europe,DE,Frankfurt,199,1.09
129.159.130.38,443,443,true,CDG,Europe,FR,Paris,230,0.44
158.178.238.239,2053,443,true,SIN,Asia Pacific,SG,Singapore,111,0.35
158.178.193.206,443,443,true,CDG,Europe,FR,Paris,319,0.23
158.178.238.239,443,443,true,SIN,Asia Pacific,SG,Singapore,93,0.21
146.235.59.153,8443,443,true,GRU,South America,BR,São Paulo,441,0.21
132.226.163.224,2053,443,true,GRU,South America,BR,São Paulo,399,0.14
152.70.90.168,443,443,true,ICN,Asia Pacific,KR,Seoul,247,0.13
129.159.84.71,443,443,true,IAD,North America,US,Ashburn,352,0.05
150.136.240.243,443,443,true,IAD,North America,US,Ashburn,239,0.02
132.226.163.224,8443,443,true,GRU,South America,BR,São Paulo,352,0.01
146.56.117.129,2052,2086,false,ICN,Asia Pacific,KR,Seoul,67,0.00
144.24.76.213,2052,2052,false,ICN,Asia Pacific,KR,Seoul,67,0.00
158.179.164.17,2052,2052,false,ICN,Asia Pacific,KR,Seoul,68,0.00
150.230.62.27,443,80,false,KIX,Asia Pacific,JP,Osaka,82,0.00
146.56.41.69,2086,2086,false,ICN,Asia Pacific,KR,Seoul,87,0.00
146.56.41.69,2052,2052,false,ICN,Asia Pacific,KR,Seoul,88,0.00
146.56.162.25,80,80,false,ICN,Asia Pacific,KR,Seoul,88,0.00
152.67.222.250,80,80,false,ICN,Asia Pacific,KR,Seoul,92,0.00
64.110.101.125,443,443,true,KIX,Asia Pacific,JP,Osaka,93,0.00
168.138.47.238,8443,80,false,KIX,Asia Pacific,JP,Osaka,101,0.00
193.123.233.143,2083,80,false,ICN,Asia Pacific,KR,Seoul,110,0.00
140.83.57.116,8443,80,false,KIX,Asia Pacific,JP,Osaka,114,0.00
217.142.149.145,2086,2086,false,ICN,Asia Pacific,KR,Seoul,116,0.00
193.122.125.14,8880,8880,false,ICN,Asia Pacific,KR,Seoul,117,0.00
193.123.232.218,2086,2086,false,ICN,Asia Pacific,KR,Seoul,120,0.00
140.238.29.117,443,80,false,ICN,Asia Pacific,KR,Seoul,124,0.00
146.56.135.88,8880,80,false,ICN,Asia Pacific,KR,Seoul,136,0.00
140.238.19.2,443,80,false,ICN,Asia Pacific,KR,Seoul,141,0.00
193.123.233.143,2096,80,false,ICN,Asia Pacific,KR,Seoul,145,0.00
217.142.149.145,2052,80,false,ICN,Asia Pacific,KR,Seoul,145,0.00
146.56.133.140,2083,80,false,ICN,Asia Pacific,KR,Seoul,150,0.00
146.56.133.140,2096,80,false,ICN,Asia Pacific,KR,Seoul,158,0.00
217.142.149.145,2082,2082,false,DFW,North America,US,Dallas,161,0.00
193.122.101.195,443,443,true,ICN,Asia Pacific,KR,Seoul,171,0.00
146.235.204.107,80,80,false,SJC,North America,US,San Jose,172,0.00
165.1.76.23,80,80,false,SJC,North America,US,San Jose,175,0.00
89.168.122.44,80,80,false,FRA,Europe,DE,Frankfurt,179,0.00
152.67.222.167,443,443,true,ICN,Asia Pacific,KR,Seoul,180,0.00
89.168.17.228,80,80,false,MXP,Europe,IT,Milan,181,0.00
152.70.155.147,80,80,false,LAX,North America,US,Los Angeles,191,0.00
152.70.155.147,8080,8080,false,LAX,North America,US,Los Angeles,192,0.00
130.162.61.18,80,80,false,FRA,Europe,DE,Frankfurt,202,0.00
152.67.249.123,443,443,true,SJC,North America,US,San Jose,204,0.00
152.70.155.147,2095,2095,false,LAX,North America,US,Los Angeles,204,0.00
152.70.155.147,2086,2086,false,LAX,North America,US,Los Angeles,204,0.00
152.70.155.147,2082,2082,false,LAX,North America,US,Los Angeles,206,0.00
152.70.155.147,2052,2052,false,LAX,North America,US,Los Angeles,214,0.00
138.2.61.180,443,443,true,KIX,Asia Pacific,JP,Osaka,223,0.00
129.154.60.48,443,443,true,ICN,Asia Pacific,KR,Seoul,230,0.00
152.70.155.147,8880,8880,false,LAX,North America,US,Los Angeles,234,0.00
158.180.228.226,80,80,false,MXP,Europe,IT,Milan,237,0.00
129.146.60.210,443,443,true,LAX,North America,US,Los Angeles,276,0.00
150.136.87.192,443,443,true,IAD,North America,US,Ashburn,324,0.00
164.152.34.166,80,8080,false,GRU,South America,BR,São Paulo,349,0.00
129.80.116.250,443,443,true,IAD,North America,US,Ashburn,379,0.00
