IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
20.204.43.57,80,443,false,BOM,Asia Pacific,IN,Mumbai,101,0.06
137.116.251.154,80,443,false,DUB,Europe,IE,Dublin,160,0.02
13.90.157.110,80,443,false,IAD,North America,US,Ashburn,218,0.02
52.226.76.91,80,443,false,IAD,North America,US,Ashburn,254,0.02
4.213.40.54,80,80,false,BOM,Asia Pacific,IN,Mumbai,79,0.00
20.48.5.180,80,80,false,NRT,Asia Pacific,JP,Tokyo,91,0.00
48.218.145.36,80,80,false,NRT,Asia Pacific,JP,Tokyo,108,0.00
4.230.32.162,443,443,true,ICN,Asia Pacific,KR,Seoul,125,0.00
40.66.63.160,80,80,false,CDG,Europe,FR,Paris,149,0.00
51.140.154.44,2086,2086,false,LHR,Europe,GB,London,151,0.00
51.140.191.188,2086,2086,false,LHR,Europe,GB,London,151,0.00
20.58.24.221,2086,2086,false,LHR,Europe,GB,London,152,0.00
51.140.44.206,2086,2086,false,LHR,Europe,GB,London,152,0.00
13.95.193.125,80,443,false,AMS,Europe,NL,Amsterdam,155,0.00
20.223.196.107,80,80,false,DUB,Europe,IE,Dublin,159,0.00
104.40.244.228,80,80,false,AMS,Europe,NL,Amsterdam,165,0.00
51.141.162.228,80,80,false,SEA,North America,US,Seattle,201,0.00
172.191.74.198,8080,80,false,IAD,North America,US,Ashburn,218,0.00
20.119.73.200,80,80,false,IAD,North America,US,Ashburn,218,0.00
4.255.56.138,80,80,false,IAD,North America,US,Ashburn,219,0.00
74.235.55.225,80,80,false,IAD,North America,US,Ashburn,219,0.00
4.255.56.137,80,80,false,IAD,North America,US,Ashburn,241,0.00
172.174.249.255,80,80,false,IAD,North America,US,Ashburn,281,0.00
104.40.244.228,443,443,true,AMS,Europe,NL,Amsterdam,317,0.00
